predicted_rank,player,position,predicted_vor,actual_2025_points,actual_2025_rank
47,Chris Godwin Jr.,WR,2.1693,167.7,84
48,Brandon Aiyuk,WR,2.0453,211.7,43
49,Michael Pittman,WR,2.0269,195.7,50
50,Kenneth Walker III,RB,1.9839,184.9,65
51,Ezekiel Elliott,RB,1.9514,149.0,109
52,Trevor Lawrence,QB,1.9431,276.54,16
53,BUF D/ST,DEF,1.9315,158.0,96
54,SF D/ST,DEF,1.8561,141.0,128
55,Leonard Fournette,RB,1.8187,4.0,548
56,Jamaal Williams,RB,1.8043,51.8,302
57,Alvin Kamara,RB,1.8012,195.5,51
58,DJ Moore,WR,1.7438,238.5,30
59,Deebo Samuel Sr.,WR,1.7359,213.7,41
60,Daniel Carlson,K,1.5968,117.0,167
61,D'Andre Swift,RB,1.5904,179.8,70
62,David Montgomery,RB,1.5142,199.2,48
63,Bijan Robinson,RB,1.506,217.3,38
64,Miles Sanders,RB,1.4838,74.1,253
65,Garrett Wilson,WR,1.4363,165.7,87
66,Travis Etienne,RB,1.424,253.4,21
67,Daniel Jones,QB,1.281,62.96,275
68,Diontae Johnson,WR,1.2461,127.2,146
69,Tyler Bass,K,1.1559,127.0,148
70,Pat Freiermuth,TE,1.1558,60.8,281
71,Jerry Jeudy,WR,1.1479,114.8,172
72,Devin Singletary,RB,1.0935,152.34,104
73,AJ Dillon,RB,1.0535,106.6,189
74,Christian Watson,WR,1.0149,87.3,225
75,Evan Engram,TE,0.9933,173.3,76
76,Taysom Hill,TE,0.9838,127.02,147
77,Aaron Rodgers,QB,0.9822,0.0,606
78,Dalton Schultz,TE,0.9666,121.0,161
79,Evan McPherson,K,0.9099,135.0,134
80,Brett Maher,K,0.9088,69.0,263
81,Keenan Allen,WR,0.9047,224.86,35
82,GB D/ST,DEF,0.8557,115.0,171
83,PHI D/ST,DEF,0.8311,96.0,208
84,Dawson Knox,TE,0.8117,43.6,324
85,Antonio Gibson,RB,0.809,103.4,192
86,Chris Olave,WR,0.8016,187.8,60
87,Justin Tucker,K,0.8004,154.0,100
88,NO D/ST,DEF,0.7814,141.0,127
89,Mike Williams,WR,0.7653,40.7,334
90,Tyler Allgeier,RB,0.7376,128.6,143
91,Jahmyr Gibbs,RB,0.6963,216.1,39
92,Greg Joseph,K,0.6503,111.0,181
93,Matt Gay,K,0.6482,148.0,112
94,Younghoe Koo,K,0.6052,132.0,139
95,Riley Patterson,K,0.6049,88.0,223
96,Dallas Goedert,TE,0.5904,106.8,188
97,Eddy Pineiro,K,0.5214,102.0,196
98,Cole Kmet,TE,0.5058,144.6,119
99,KC D/ST,DEF,0.5025,130.0,142
100,Jared Goff,QB,0.4918,301.1,10
101,IND D/ST,DEF,0.4794,136.0,133
102,Dameon Pierce,RB,0.4367,76.2,246
103,Gabe Davis,WR,0.404,138.9,132
104,Drake London,WR,0.3236,139.88,129
105,Isiah Pacheco,RB,0.3229,191.9,55
106,Cordarrelle Patterson,RB,0.255,32.4,363
107,Jason Myers,K,0.2442,151.0,107
108,George Pickens,WR,0.201,177.3,72
109,CLE D/ST,DEF,0.1919,147.0,113
110,Marquise Brown,WR,0.1838,109.2,184
111,Adam Thielen,WR,0.1834,179.5,71
112,Tyler Higbee,TE,0.174,85.0,234
113,LA D/ST,DEF,0.1606,83.0,237
114,Jakobi Meyers,WR,0.1581,183.08,66
115,SEA D/ST,DEF,0.1554,109.0,185
116,K.J. Osborn,WR,0.132,96.0,207
117,Zay Jones,WR,0.1077,61.1,280
118,Nick Folk,K,0.0993,128.0,144
119,Josh Palmer,WR,0.0689,87.7,224
120,Jordan Addison,WR,0.0189,186.3,62
121,Kyler Murray,QB,0.0,151.36,106
122,JAX D/ST,DEF,0.0,119.0,163
123,Quentin Johnston,WR,0.0,75.0,249
124,Zach Charbonnet,RB,0.0,89.6,222
125,Jake Elliott,K,0.0,153.0,103
126,Juwan Johnson,TE,0.0,79.3,244
127,Jerick McKinnon,RB,-0.0113,71.86,256
128,Chase McLaughlin,K,-0.0374,134.0,136
129,Donovan Peoples-Jones,WR,-0.0542,22.0,420
130,Jason Sanders,K,-0.0653,141.0,125
131,DeAndre Hopkins,WR,-0.0893,186.1,63
132,LAC D/ST,DEF,-0.1101,112.0,180
133,Brandin Cooks,WR,-0.1269,146.2,116
134,Graham Gano,K,-0.1504,44.0,323
135,Robbie Gould,K,-0.1522,,
136,WAS D/ST,DEF,-0.1719,56.0,294
137,Noah Fant,TE,-0.2169,57.4,291
138,BAL D/ST,DEF,-0.2201,171.0,80
139,Lamar Jackson,QB,-0.2215,338.22,5
140,Breece Hall,RB,-0.2472,252.5,22
141,Jaxon Smith-Njigba,WR,-0.2507,118.3,165
142,TB D/ST,DEF,-0.2522,132.0,140
143,David Njoku,TE,-0.2677,160.7,93
144,Greg Zuerlein,K,-0.2698,139.0,130
145,Allen Lazard,WR,-0.3103,48.6,310
146,Geno Smith,QB,-0.3144,235.76,33
147,MIA D/ST,DEF,-0.3924,147.0,114
148,HOU D/ST,DEF,-0.4389,126.0,155
149,Latavius Murray,RB,-0.4621,74.4,251
150,Rachaad White,RB,-0.4809,235.9,32
151,Brandon McManus,K,-0.4968,139.0,131
152,Gerald Everett,TE,-0.5294,85.6,231
153,Kyle Pitts,TE,-0.5326,110.8,183
154,CAR D/ST,DEF,-0.5353,67.0,266
155,Cam Akers,RB,-0.5413,41.2,333
156,Chig Okonkwo,TE,-0.5463,86.4,228
157,MIN D/ST,DEF,-0.5505,124.0,157
158,ARI D/ST,DEF,-0.5557,64.0,270
159,Tua Tagovailoa,QB,-0.5597,284.36,12
160,Russell Wilson,QB,-0.561,264.9,18
161,CIN D/ST,DEF,-0.5891,115.0,170
162,Derek Carr,QB,-0.5936,249.12,23
163,Mike Badgley,K,-0.5998,24.0,410
164,Jeff Wilson,RB,-0.6088,34.3,352
165,Hunter Henry,TE,-0.6246,98.9,202
166,Joey Slye,K,-0.6265,94.0,211
167,Zay Flowers,WR,-0.6332,167.9,83
168,Tyler Boyd,WR,-0.6359,112.3,178
169,Tyler Conklin,TE,-0.6425,92.6,216
170,Brian Robinson,RB,-0.6751,180.1,69
171,Mason Crosby,K,-0.6947,20.0,433
172,PIT D/ST,DEF,-0.7202,143.0,122
173,DEN D/ST,DEF,-0.7243,116.0,169
174,TEN D/ST,DEF,-0.7986,98.0,204
175,Cade York,K,-0.8059,,
176,Courtland Sutton,WR,-0.8204,160.7,94
177,Samaje Perine,RB,-0.8601,96.3,206
178,Darnell Mooney,WR,-0.8639,63.4,272
179,Isaiah Likely,TE,-0.8731,86.1,229
180,Ka'imi Fairbairn,K,-0.875,112.0,179
181,Ryan Succop,K,-0.9283,,
182,Khalil Herbert,RB,-0.9673,102.5,195
183,Harrison Butker,K,-0.9854,152.0,105
184,Zach Ertz,TE,-1.0085,38.2,343
185,Michael Carter,RB,-1.041,46.8,314
186,Jahan Dotson,WR,-1.0464,100.3,197
187,JuJu Smith-Schuster,WR,-1.0563,46.5,315
188,Mike Gesicki,TE,-1.1046,50.9,303
189,Darren Waller,TE,-1.1118,87.2,226
190,Chuba Hubbard,RB,-1.132,163.0,89
191,D'Onta Foreman,RB,-1.1378,85.7,230
192,NYJ D/ST,DEF,-1.1467,149.0,111
193,Cameron Dicker,K,-1.1471,149.0,110
194,Dak Prescott,QB,-1.1545,351.84,4
195,NYG D/ST,DEF,-1.1939,127.0,149
196,James Cook,RB,-1.2313,210.7,44
197,Raheem Mostert,RB,-1.2328,255.2,19
198,Greg Dulcich,TE,-1.2574,4.0,546
199,Jordan Akins,TE,-1.2597,20.7,427
200,Matt Prater,K,-1.2918,124.0,156
201,LV D/ST,DEF,-1.2922,145.0,117
202,Russell Gage,WR,-1.3672,,
203,DET D/ST,DEF,-1.3684,100.0,199
204,Curtis Samuel,WR,-1.3777,126.2,152
205,Cade Otton,TE,-1.3825,93.0,214
206,Mack Hollins,WR,-1.4295,34.1,353
207,Chris Boswell,K,-1.4502,130.0,141
208,Richie James,WR,-1.5338,14.4,464
209,Damien Harris,RB,-1.5437,18.0,444
210,Marvin Jones,WR,-1.5928,4.0,545
211,Austin Hooper,TE,-1.6311,35.9,349
212,Mac Jones,QB,-1.6334,118.4,164
213,Darius Slayton,WR,-1.6891,126.0,153
214,Daniel Bellinger,TE,-1.7078,38.0,344
215,Robert Tonyan,TE,-1.7306,16.7,454
216,Rashid Shaheed,WR,-1.7392,132.6,138
217,Jelani Woods,TE,-1.7702,,
218,Isaiah Hodgins,WR,-1.7798,49.5,305
219,Nico Collins,WR,-1.8211,220.4,36
220,Kenny Gainwell,RB,-1.8377,82.38,239
221,Hayden Hurst,TE,-1.8429,33.4,356
222,Parris Campbell,WR,-1.8538,20.4,431
223,Cairo Santos,K,-1.8779,153.0,102
224,Hunter Renfrow,WR,-1.8794,36.0,348
225,Elijah Moore,WR,-1.9109,102.6,194
226,Trey McBride,TE,-1.9178,141.0,126
227,Marquez Valdes-Scantling,WR,-1.9243,46.0,317
228,Jaylen Warren,RB,-1.9289,165.9,86
229,ATL D/ST,DEF,-1.9415,94.0,212
230,Alec Pierce,WR,-1.9666,79.4,243
231,Rondale Moore,WR,-1.9778,85.0,235
232,Foster Moreau,TE,-1.9875,35.8,350
233,Mecole Hardman,WR,-2.0065,18.2,442
234,Brock Wright,TE,-2.0113,21.6,422
235,Kendrick Bourne,WR,-2.0148,81.5,240
236,Melvin Gordon,RB,-2.0407,18.2,443
237,Matthew Wright,K,-2.0502,-1.0,655
238,Davis Mills,QB,-2.0526,17.82,447
239,Chase Claypool,WR,-2.07,17.7,448
240,Kalif Raymond,WR,-2.0839,79.9,241
241,James Robinson,RB,-2.0903,0.5,605
242,Van Jefferson,WR,-2.103,31.3,371
243,J.K. Dobbins,RB,-2.1362,10.7,489
244,Kareem Hunt,RB,-2.1383,111.0,182
245,Wil Lutz,K,-2.1991,123.0,159
246,Treylon Burks,WR,-2.2206,31.9,365
247,Kenyan Drake,RB,-2.2246,2.1,574
248,Robert Woods,WR,-2.2379,69.3,262
249,Javonte Williams,RB,-2.2448,155.7,98
250,Noah Gray,TE,-2.2477,56.6,293
251,Randy Bullock,K,-2.2529,28.0,388
252,Michael Gallup,WR,-2.2916,70.8,259
253,Olamide Zaccheaus,WR,-2.3174,33.4,357
254,Clyde Edwards-Helaire,RB,-2.3208,61.6,279
255,Romeo Doubs,WR,-2.381,144.9,118
256,Ryan Tannehill,QB,-2.3818,87.04,227
257,Devin Duvernay,WR,-2.4601,5.3,530
258,Jauan Jennings,WR,-2.4915,42.0,331
259,Elijah Mitchell,RB,-2.4949,44.5,320
260,Will Dissly,TE,-2.5348,31.7,366
261,Kylen Granson,TE,-2.5642,58.0,288
262,Greg Dortch,WR,-2.5756,52.5,301
263,Tommy Tremble,TE,-2.5824,48.9,308
264,Jake Ferguson,TE,-2.6331,141.6,123
265,Chris Moore,WR,-2.6419,57.3,292
266,DeVante Parker,WR,-2.6424,55.9,295
267,Eno Benjamin,RB,-2.658,,
268,Isaiah McKenzie,WR,-2.6615,11.1,487
269,DeAndre Carter,WR,-2.671,7.7,513
270,Alexander Mattison,RB,-2.6955,118.2,166
271,Corey Davis,WR,-2.7054,,
272,Peyton Hendershot,TE,-2.7306,5.8,526
273,DJ Chark,WR,-2.7633,98.0,203
274,Logan Thomas,TE,-2.7635,99.3,200
275,Harrison Bryant,TE,-2.7781,31.4,370
276,Darrell Henderson,RB,-2.7837,38.5,340
277,Quez Watkins,WR,-2.811,27.7,391
278,Demarcus Robinson,WR,-2.8175,74.4,252
279,Bam Knight,RB,-2.8218,2.6,567
280,Dustin Hopkins,K,-2.8287,144.0,120
281,Rashod Bateman,WR,-2.833,60.5,283
282,Colby Parkinson,TE,-2.8652,49.2,307
283,Marquise Goodwin,WR,-2.8822,12.0,478
284,Irv Smith,TE,-2.8853,24.5,406
285,Terrace Marshall Jr.,WR,-2.8978,23.4,413
286,Rashaad Penny,RB,-2.908,4.3,540
287,C.J. Uzomah,TE,-2.9346,15.8,458
288,Zack Moss,RB,-2.9372,156.1,97
289,Nick Westbrook-Ikhine,WR,-2.9617,71.0,257
290,Teagan Quitoriano,TE,-2.995,4.3,539
291,Matt Ryan,QB,-2.996,,
292,Josh Reynolds,WR,-3.0329,108.8,187
293,Noah Brown,WR,-3.0415,85.1,232
294,CHI D/ST,DEF,-3.0468,113.0,176
295,Deon Jackson,RB,-3.0825,1.5,584
296,Charlie Kolar,TE,-3.0923,18.2,441
297,Laviska Shenault Jr.,WR,-3.1376,16.5,455
298,Nyheim Hines,RB,-3.1405,,
299,James Mitchell,TE,-3.1645,3.8,552
300,Shane Zylstra,TE,-3.2093,,
301,Mo Alie-Cox,TE,-3.2339,42.6,328
302,Brevin Jordan,TE,-3.236,42.4,329
303,Matthew Stafford,QB,-3.2399,254.1,20
304,John Bates,TE,-3.2438,24.6,405
305,Joseph Fortson,TE,-3.2521,,
306,Tyquan Thornton,WR,-3.2737,20.7,428
307,Kadarius Toney,WR,-3.2741,39.5,338
308,Chase Edmonds,RB,-3.3031,32.7,361
309,Ko Kieft,TE,-3.3144,6.7,519
310,Mitchell Wilcox,TE,-3.3236,10.1,493
311,Tutu Atwell,WR,-3.3271,92.9,215
312,Wan'Dale Robinson,WR,-3.3792,103.2,193
313,Adam Trautman,TE,-3.3895,49.4,306
314,Ben Skowronek,WR,-3.3922,17.5,450
315,Josh Oliver,TE,-3.403,42.3,330
316,Allen Robinson,WR,-3.4377,45.0,319
317,Trent Sherfield,WR,-3.4392,20.1,432
318,Jimmy Garoppolo,QB,-3.443,73.1,255
319,Quintin Morris,TE,-3.4506,9.6,499
320,MyCole Pruitt,TE,-3.4511,21.5,423
321,Shi Smith,WR,-3.4548,,
322,Jonnu Smith,TE,-3.5351,99.2,201
323,Tyler Mabry,TE,-3.5362,,
324,Donald Parham,TE,-3.5978,66.0,268
325,Caleb Huntley,RB,-3.6024,,
326,Nelson Agholor,WR,-3.6108,79.6,242
327,JaMycal Hasty,RB,-3.6459,0.0,619
328,Taylor Bertolet,K,-3.6575,,
329,Caleb Shudak,K,-3.658,,
330,Armani Rogers,TE,-3.6686,,
331,Grant Calcaterra,TE,-3.6906,5.9,525
332,Lawrence Cager,TE,-3.7079,11.6,482
333,Durham Smythe,TE,-3.7163,54.1,297
334,A.J. Green,WR,-3.7321,,
335,C.J. Stroud,QB,-3.7465,280.52,14
336,Gus Edwards,RB,-3.7474,181.0,67
337,Skyy Moore,WR,-3.7495,43.2,325
338,Jordan Mason,RB,-3.7507,43.2,326
339,Raheem Blackshear,RB,-3.7634,14.1,466
340,Jack Stoll,TE,-3.7671,6.3,521
341,Zach Gentry,TE,-3.7736,,
342,J.D. McKissic,RB,-3.7998,,
343,Michael Thomas,WR,-3.8003,70.3,260
344,Malik Davis,RB,-3.8054,0.0,645
345,Jamal Agnew,WR,-3.8064,33.3,358
346,Randall Cobb,WR,-3.8175,14.4,463
347,Dontrell Hilliard,RB,-3.8403,,
348,Ty Johnson,RB,-3.8414,28.9,383
349,Chris Myarick,TE,-3.8634,,
350,David Bell,WR,-3.8821,41.7,332
351,Albert Okwuegbunam,TE,-3.8865,0.0,640
352,Trenton Irwin,WR,-3.9085,50.1,304
353,Boston Scott,RB,-3.9152,13.8,468
354,Carson Wentz,QB,-3.9249,27.12,394
355,Brycen Hopkins,TE,-3.9264,10.3,492
356,Kendall Hinton,WR,-3.9303,,
357,Parker Hesse,TE,-3.931,0.0,608
358,Kenny Pickett,QB,-3.9399,114.2,173
359,Braxton Berrios,WR,-3.9421,44.4,321
360,Connor Heyward,RB,-3.9636,28.2,386
361,Tre' McKitty,TE,-3.9683,0.0,614
362,Joshua Kelley,RB,-3.9728,57.7,290
363,Ian Thomas,TE,-3.975,8.1,510
364,Nick Sciba,K,-3.9795,,
365,Giovanni Ricci,TE,-3.9851,0.7,600
366,Josiah Deguara,TE,-4.017,10.5,491
367,Velus Jones Jr.,WR,-4.0186,9.1,504
368,Matt Ammendola,K,-4.022,25.0,403
369,Marquez Callaway,WR,-4.0264,,
370,Tanner Hudson,TE,-4.0294,60.7,282
371,Jarvis Landry,WR,-4.0318,,
372,Dan Arnold,TE,-4.034,,
373,Cameron Brate,TE,-4.0575,,
374,Johnny Mundt,TE,-4.0686,31.7,367
375,Khalil Shakir,WR,-4.0761,93.6,213
376,Cole Turner,TE,-4.0923,17.5,451
377,Jalen Nailor,WR,-4.0979,4.4,537
378,Stone Smartt,TE,-4.1184,27.0,396
379,Matt Breida,RB,-4.1211,38.4,341
380,Justin Watson,WR,-4.1436,75.5,248
381,Julio Jones,WR,-4.1479,30.9,377
382,Kyren Williams,RB,-4.153,239.0,29
383,Justin Jackson,RB,-4.2067,,
384,Amari Rodgers,WR,-4.2112,0.0,624
385,Tre'Quan Smith,WR,-4.2298,,
386,Pierre Strong,RB,-4.2352,40.3,336
387,Eric Saubert,TE,-4.2464,2.7,563
388,Darrel Williams,RB,-4.2528,,
389,Byron Pringle,WR,-4.2531,21.1,426
390,Rodrigo Blankenship,K,-4.2554,,
391,Ross Dwelley,TE,-4.2852,1.7,581
392,N'Keal Harry,TE,-4.2858,,
393,DeeJay Dallas,RB,-4.2904,5.2,533
394,Jeremy Ruckert,TE,-4.3046,23.1,414
395,Austin Seibert,K,-4.3048,4.0,547
396,Pharaoh Brown,TE,-4.3055,31.3,372
397,Hassan Haskins,RB,-4.3146,,
398,Kendall Blanton,TE,-4.3478,,
399,Dante Pettis,WR,-4.352,,
400,Tyler Badie,RB,-4.3549,,
401,Robbie Chosen,WR,-4.3564,20.6,429
402,Dyami Brown,WR,-4.3601,28.96,382
403,Luke Farrell,TE,-4.3683,22.0,421
404,Ray-Ray McCloud,WR,-4.39,22.5,417
405,Anthony Firkser,TE,-4.4319,,
406,Equanimeous St. Brown,WR,-4.4362,8.7,506
407,O.J. Howard,TE,-4.4362,,
408,Anthony Richardson,QB,-4.454,73.68,254
409,Tanner Conner,TE,-4.459,,
410,Eric Tomlinson,TE,-4.4754,,
411,Jared Pinkney,TE,-4.4829,,
412,Nikola Kalinic,TE,-4.4829,,
413,Sterling Shepard,WR,-4.4864,15.3,459
414,Jake Tonges,TE,-4.4922,,
415,Jesper Horsted,TE,-4.5096,0.9,595
416,Gary Brightwell,RB,-4.5187,9.1,503
417,Samori Toure,WR,-4.536,11.8,481
418,Ameer Abdullah,RB,-4.5598,31.5,368
419,Travis Homer,RB,-4.5639,0.0,609
420,Baker Mayfield,QB,-4.5655,284.06,13
421,Cedrick Wilson Jr.,WR,-4.5777,58.6,286
422,Dare Ogunbowale,RB,-4.614,6.3,522
423,Zach Pascal,WR,-4.6506,3.9,549
424,Justice Hill,RB,-4.6582,95.3,210
425,Marcedes Lewis,TE,-4.664,10.9,488
426,Kyle Juszczyk,RB,-4.6882,31.5,369
427,Dominik Eberle,K,-4.6929,,
428,Avery Williams,RB,-4.7139,,
429,Tom Kennedy,WR,-4.7213,,
430,Geoff Swaim,TE,-4.7443,14.4,465
431,Tyree Jackson,TE,-4.7454,,
432,Damiere Byrd,WR,-4.7636,0.0,635
433,Rex Burkhead,RB,-4.7675,,
434,Jameson Williams,WR,-4.7699,68.3,265
435,Zander Horvath,RB,-4.773,,
436,Phillip Dorsett,WR,-4.7918,0.0,607
437,Stephen Sullivan,TE,-4.7937,18.5,439
438,Jalen Reagor,WR,-4.8062,25.0,402
439,Feleipe Franks,TE,-4.8105,,
440,Keaontay Ingram,RB,-4.8202,12.0,479
441,Kenny Yeboah,TE,-4.821,3.8,551
442,Ronnie Rivers,RB,-4.8396,17.6,449
443,Andy Dalton,QB,-4.8539,23.64,411
444,Mark Ingram,RB,-4.8624,,
445,Brandon Powell,WR,-4.8673,52.6,300
446,Tommy Sweeney,TE,-4.8676,,
447,Tyler Davis,TE,-4.8711,,
448,Jalen Virgil,WR,-4.8796,,
449,Myles Gaskin,RB,-4.8799,,
450,Sammy Watkins,WR,-4.8807,,
451,Miller Forristall,TE,-4.9003,,
452,Bryce Young,QB,-4.9082,166.38,85
453,Anthony Schwartz,WR,-4.9298,,
454,Hunter Long,TE,-4.9311,0.0,641
455,Ashton Dulin,WR,-4.9328,,
456,Jaret Patterson,RB,-4.9335,,
457,Spencer Brown,RB,-4.9373,,
458,Tyrion Davis-Price,RB,-4.939,2.1,576
459,Kevin Harris,RB,-4.9442,19.8,436
460,Ben Ellefson,TE,-4.9455,,
461,Devin Asiasi,TE,-4.9507,,
462,Chris Evans,RB,-4.9552,1.6,582
463,Sean McKeon,TE,-4.9588,0.0,620
464,Brandon Bolden,RB,-4.9707,11.1,486
465,Brandon Johnson,WR,-4.9796,63.9,271
466,Kene Nwangwu,RB,-4.9924,1.3,588
467,Sony Michel,RB,-4.995,,
468,Snoop Conner,RB,-4.9985,,
469,Zamir White,RB,-5.0,66.4,267
470,Daylen Baldwin,WR,-5.0003,,
471,Keelan Cole,WR,-5.0034,,
472,Steven Sims,WR,-5.0127,4.1,544
473,Alec Ingold,RB,-5.0256,18.4,440
474,Kyle Philips,WR,-5.0264,23.6,412
475,Trevon Wesco,TE,-5.0281,2.6,566
476,Craig Reynolds,RB,-5.045,27.1,395
477,T.Y. Hilton,WR,-5.0462,,
478,Deven Thompkins,WR,-5.0609,26.4,398
479,Taylor Heinicke,QB,-5.0715,70.0,261
480,Jacoby Brissett,QB,-5.0767,22.86,415
481,Mason Schreck,TE,-5.0787,,
482,Nick Vannett,TE,-5.0796,0.8,598
483,Montrell Washington,WR,-5.0843,0.0,616
484,Andre Baccellia,WR,-5.0905,0.0,632
485,Ramiz Ahmed,K,-5.1046,,
486,Marcus Mariota,QB,-5.1053,12.76,474
487,Trestan Ebner,RB,-5.1084,,
488,Britain Covey,WR,-5.1102,6.2,524
489,Julius Chestnut,RB,-5.1158,0.0,613
490,Troy Hairston,RB,-5.1168,,
491,David Sills,WR,-5.1231,,
492,KhaDarel Hodge,WR,-5.1252,30.2,378
493,Isaiah Spiller,RB,-5.1288,16.0,456
494,Dax Milne,WR,-5.1295,,
495,Kyle Rudolph,TE,-5.142,,
496,Mike Woods,WR,-5.1641,,
497,Kevin Rader,TE,-5.1695,1.1,592
498,Jerome Ford,RB,-5.172,189.2,57
499,Scott Miller,WR,-5.1827,33.6,355
500,Chris Manhertz,TE,-5.195,2.6,565
501,Michael Bandy,WR,-5.1976,0.0,648
502,Freddie Swain,WR,-5.2069,,
503,KaVontae Turpin,WR,-5.2095,53.7,298
504,Denzel Mims,WR,-5.2135,,
505,Dee Eskridge,WR,-5.218,0.5,604
506,KJ Hamler,WR,-5.2514,,
507,Charlie Woerner,TE,-5.2562,4.7,536
508,Tim Jones,WR,-5.2568,13.8,469
509,Blake Bell,TE,-5.2576,9.1,502
510,Jalen Guyton,WR,-5.2657,19.9,435
511,Zach Wilson,QB,-5.2793,126.94,150
512,Tyler Kroft,TE,-5.2872,0.0,643
513,Ryan Griffin,TE,-5.3174,,
514,Simi Fehoko,WR,-5.3184,7.4,516
515,Cade Johnson,WR,-5.3336,,
516,Noah Togiai,TE,-5.3342,,
517,Dareke Young,WR,-5.3345,0.0,649
518,Stephen Anderson,TE,-5.3494,0.0,644
519,Tevin Coleman,RB,-5.3539,,
520,Dezmon Patmon,WR,-5.3549,,
521,Cam Sims,WR,-5.3699,,
522,Danny Gray,WR,-5.3703,,
523,DJ Turner,WR,-5.3998,0.0,633
524,Dennis Houston,WR,-5.4071,,
525,C.J. Ham,RB,-5.4162,6.7,518
526,Ty Chandler,RB,-5.4196,90.5,218
527,Austin Trammell,WR,-5.4363,2.9,558
528,Mike Boone,RB,-5.4397,9.8,497
529,Ronald Jones,RB,-5.4424,,
530,Drew Sample,TE,-5.4464,39.3,339
531,Maxx Williams,TE,-5.4569,,
532,Jalen Tolbert,WR,-5.4647,47.8,312
533,River Cracraft,WR,-5.4792,22.6,416
534,Marlon Mack,RB,-5.5047,,
535,Demetric Felton,RB,-5.5104,,
536,Mike Strachan,WR,-5.5352,5.0,534
537,Maurice Alexander,WR,-5.5416,,
538,Bryan Edwards,WR,-5.5457,,
539,Jaelon Darden,WR,-5.5491,0.0,623
540,Braylon Sanders,WR,-5.5682,,
541,Patrick Taylor,RB,-5.5733,24.5,407
542,Erik Ezukanma,WR,-5.5765,2.2,572
543,J.P. Holtz,TE,-5.5849,,
544,Jonathan Williams,RB,-5.6065,-0.2,652
545,Brock Purdy,QB,-5.6117,306.6,9
546,Lance McCutcheon,WR,-5.6144,,
547,Larry Rountree III,RB,-5.6282,,
548,Trey Sermon,RB,-5.638,18.8,438
549,Raleigh Webb,WR,-5.6406,,
550,Reggie Gilliam,RB,-5.6611,0.8,596
551,Cole Beasley,WR,-5.6625,,
552,Brittain Brown,RB,-5.6808,,
553,Tristan Vizcaino,K,-5.6959,,
554,Andrew Beck,RB,-5.6991,33.3,359
555,Ihmir Smith-Marsette,WR,-5.7007,28.5,385
556,Racey McMath,WR,-5.714,,
557,DeSean Jackson,WR,-5.7151,,
558,Ben Victor,WR,-5.7164,,
559,Stanley Berryhill,WR,-5.7164,,
560,Tay Martin,WR,-5.7164,,
561,Royce Freeman,RB,-5.7215,45.7,318
562,Tylan Wallace,WR,-5.7256,7.6,514
563,Josh Ali,WR,-5.7257,,
564,Kenny Golladay,WR,-5.729,,
565,D'Ernest Johnson,RB,-5.7314,29.8,379
566,Corey Clement,RB,-5.7345,,
567,Ty'Son Williams,RB,-5.743,,
568,Breshad Perriman,WR,-5.7433,,
569,Frank Darby,WR,-5.752,,
