predicted_rank,player,position,predicted_vor,actual_2025_points,actual_2025_rank
80,MIN D/ST,DEF,1.2072,133.0,134
81,Tyrone Tracy Jr.,RB,1.1989,142.8,110
82,Tucker Kraft,TE,1.194,101.2,193
83,Jason Sanders,K,1.1868,,
84,Chase McLaughlin,K,1.1827,149.0,97
85,BUF D/ST,DEF,1.1751,110.0,169
86,Pat Freiermuth,TE,1.1524,93.1,208
87,SEA D/ST,DEF,1.1063,176.0,66
88,George Pickens,WR,1.0734,245.4,28
89,DK Metcalf,WR,1.0315,157.7,86
90,HOU D/ST,DEF,1.0066,170.0,70
91,Rico Dowdle,RB,1.0008,196.8,46
92,Cade Otton,TE,0.941,92.7,210
93,PHI D/ST,DEF,0.8999,135.0,128
94,Marvin Harrison Jr.,WR,0.8571,107.3,179
95,Zach Charbonnet,RB,0.8561,171.4,69
96,Omarion Hampton,RB,0.8501,119.7,155
97,Xavier Worthy,WR,0.8112,88.9,216
98,Josh Downs,WR,0.8055,107.4,178
99,Jake Bates,K,0.79,143.0,108
100,Kyler Murray,QB,0.6066,80.78,235
101,PIT D/ST,DEF,0.5648,129.0,140
102,Matt Gay,K,0.5076,85.0,225
103,Travis Hunter,WR,0.4973,,
104,Zach Ertz,TE,0.4776,101.4,192
105,Wil Lutz,K,0.4256,130.0,137
106,Ka'imi Fairbairn,K,0.4204,190.0,52
107,Blake Grupe,K,0.4108,121.0,154
108,KC D/ST,DEF,0.3864,86.0,223
109,Jake Elliott,K,0.3541,108.0,174
110,Michael Pittman,WR,0.3434,162.4,81
111,Jauan Jennings,WR,0.3171,145.8,101
112,Brian Robinson,RB,0.2548,58.5,287
113,Tetairoa McMillan,WR,0.2118,176.4,65
114,Tyler Bass,K,0.2099,,
115,CIN D/ST,DEF,0.1562,69.0,269
116,Quentin Johnston,WR,0.1013,145.7,102
117,Jaylen Waddle,WR,0.0752,162.12,82
118,Tank Dell,WR,0.0671,,
119,RJ Harvey,RB,0.0524,183.1,58
120,Rhamondre Stevenson,RB,0.033,162.8,80
121,Geno Smith,QB,0.0,190.9,50
122,Travis Etienne,RB,0.0,235.9,31
123,Chris Godwin Jr.,WR,0.0,66.5,272
124,LAC D/ST,DEF,0.0,108.0,176
125,Jason Myers,K,0.0,195.0,47
126,Hunter Henry,TE,0.0,148.8,98
127,J.K. Dobbins,RB,-0.0005,110.4,167
128,Taysom Hill,TE,-0.0012,36.28,362
129,Daniel Carlson,K,-0.0017,97.0,196
130,Cole Kmet,TE,-0.0108,63.7,277
131,DET D/ST,DEF,-0.0153,95.0,202
132,Isaiah Likely,TE,-0.0376,48.2,323
133,Juwan Johnson,TE,-0.0389,141.4,113
134,Dalton Kincaid,TE,-0.0563,106.6,182
135,Dalton Schultz,TE,-0.1119,136.7,122
136,Chad Ryland,K,-0.1406,122.0,151
137,Adam Thielen,WR,-0.1433,30.1,381
138,Chig Okonkwo,TE,-0.1571,96.0,197
139,Darnell Mooney,WR,-0.1582,66.3,273
140,Kyle Pitts,TE,-0.1657,166.8,74
141,Will Reichard,K,-0.1738,157.0,87
142,Khalil Shakir,WR,-0.1986,130.4,136
143,Deebo Samuel Sr.,WR,-0.2097,152.2,94
144,Joshua Karty,K,-0.2146,50.0,319
145,Marvin Mims Jr.,WR,-0.2195,74.5,249
146,Stefon Diggs,WR,-0.246,167.8,73
147,Jalen McMillan,WR,-0.2608,23.9,413
148,Cam Little,K,-0.2632,159.0,85
149,Matthew Golden,WR,-0.2984,55.5,299
150,Alec Pierce,WR,-0.3316,159.8,83
151,SF D/ST,DEF,-0.3653,72.0,255
152,TB D/ST,DEF,-0.3756,98.0,195
153,Jordan Love,QB,-0.3765,241.14,30
154,Rashod Bateman,WR,-0.4038,45.9,329
155,Emeka Egbuka,WR,-0.429,164.2,76
156,Noah Gray,TE,-0.4546,28.3,390
157,Quinshon Judkins,RB,-0.4745,156.8,88
158,MIA D/ST,DEF,-0.4752,92.0,212
159,Justin Tucker,K,-0.4817,,
160,T.J. Hockenson,TE,-0.5079,87.3,219
161,Cooper Kupp,WR,-0.52,93.8,206
162,Jerome Ford,RB,-0.5203,30.6,379
163,Dallas Goedert,TE,-0.5259,155.1,92
164,Sam Darnold,QB,-0.5354,249.42,25
165,Jake Moody,K,-0.5832,76.0,245
166,Jake Ferguson,TE,-0.598,147.1,100
167,LA D/ST,DEF,-0.6036,134.0,129
168,Evan Engram,TE,-0.6038,77.8,241
169,Mike Gesicki,TE,-0.6098,56.7,293
170,NO D/ST,DEF,-0.6166,116.0,160
171,Wan'Dale Robinson,WR,-0.6481,171.9,68
172,Jaylen Warren,RB,-0.6772,197.1,45
173,TreVeyon Henderson,RB,-0.7126,188.7,54
174,Tyler Conklin,TE,-0.7563,13.8,466
175,C.J. Stroud,QB,-0.7601,216.54,41
176,Romeo Doubs,WR,-0.7644,137.9,119
177,Austin Ekeler,RB,-0.7708,10.6,489
178,Christian McCaffrey,RB,-0.7729,365.6,2
179,LV D/ST,DEF,-0.8264,73.0,253
180,Joey Slye,K,-0.8435,127.0,143
181,Rome Odunze,WR,-0.8566,124.1,146
182,Jayden Higgins,WR,-0.8635,109.0,171
183,CHI D/ST,DEF,-0.9433,114.0,165
184,DeMario Douglas,WR,-0.962,80.3,238
185,AJ Barner,TE,-1.0101,121.3,153
186,Tyjae Spears,RB,-1.0256,89.2,215
187,ATL D/ST,DEF,-1.0332,117.0,158
188,Kareem Hunt,RB,-1.0336,136.4,123
189,Caleb Williams,QB,-1.0788,324.68,9
190,Eddy Pineiro,K,-1.1044,135.0,127
191,Noah Fant,TE,-1.1413,57.8,289
192,ARI D/ST,DEF,-1.1768,70.0,263
193,Theo Johnson,TE,-1.1858,105.3,184
194,Tua Tagovailoa,QB,-1.2107,175.7,67
195,DeAndre Hopkins,WR,-1.2113,56.0,295
196,Younghoe Koo,K,-1.223,29.0,386
197,Brandon McManus,K,-1.2322,106.0,183
198,Rashee Rice,WR,-1.2412,123.6,147
199,Austin Hooper,TE,-1.2553,48.8,322
200,Javonte Williams,RB,-1.294,225.3,36
201,Nick Folk,K,-1.3108,126.0,144
202,Ja'Tavion Sanders,TE,-1.3111,39.5,352
203,Nick Westbrook-Ikhine,WR,-1.3421,14.4,462
204,Foster Moreau,TE,-1.3435,9.4,504
205,Michael Wilson,WR,-1.3636,181.6,61
206,Jalen Tolbert,WR,-1.3737,37.3,360
207,Tank Bigsby,RB,-1.3766,52.3,308
208,Ray Davis,RB,-1.3838,59.1,284
209,Tre Tucker,WR,-1.3903,133.2,130
210,WAS D/ST,DEF,-1.3994,76.0,246
211,Amari Cooper,WR,-1.4375,,
212,Keon Coleman,WR,-1.4671,83.4,229
213,Bryce Young,QB,-1.4732,229.04,35
214,Evan McPherson,K,-1.4864,130.0,138
215,Brenton Strange,TE,-1.4901,95.0,201
216,Christian Watson,WR,-1.5067,114.9,162
217,IND D/ST,DEF,-1.5134,93.0,209
218,Will Dissly,TE,-1.5664,15.2,452
219,NYG D/ST,DEF,-1.5732,75.0,248
220,Harrison Butker,K,-1.5785,140.0,114
221,JAX D/ST,DEF,-1.5821,140.0,115
222,Alexander Mattison,RB,-1.589,,
223,Xavier Legette,WR,-1.6287,71.8,256
224,NYJ D/ST,DEF,-1.6341,46.0,328
225,Isaac Guerendo,RB,-1.6564,0.0,636
226,Cairo Santos,K,-1.6657,127.0,142
227,Rashid Shaheed,WR,-1.6824,127.1,141
228,Andrei Iosivas,WR,-1.7087,73.4,252
229,Kayshon Boutte,WR,-1.7475,107.6,177
230,Tyler Allgeier,RB,-1.7665,116.0,159
231,Calvin Austin III,WR,-1.7772,70.7,261
232,CLE D/ST,DEF,-1.8109,133.0,133
233,Devaughn Vele,WR,-1.8442,53.8,306
234,Dontayvion Wicks,WR,-1.8555,60.8,279
235,Anders Carlson,K,-1.9207,,
236,Jaleel McLaughlin,RB,-1.9567,29.4,384
237,Brandon Aiyuk,WR,-1.9598,,
238,Chris Olave,WR,-2.0064,219.0,39
239,Matthew Stafford,QB,-2.024,358.38,4
240,Jalen Coker,WR,-2.052,73.9,250
241,Jordan Akins,TE,-2.0577,,
242,Austin Seibert,K,-2.0855,,
243,Parker Washington,WR,-2.133,155.7,90
244,Justice Hill,RB,-2.1378,54.7,304
245,Luke Schoonmaker,TE,-2.1797,20.2,428
246,Tyler Lockett,WR,-2.1806,51.1,312
247,Josh Whyle,TE,-2.194,12.1,479
248,Antonio Gibson,RB,-2.1964,22.2,423
249,Elijah Moore,WR,-2.2146,24.1,410
250,Jordan Mason,RB,-2.2497,121.9,152
251,Zack Moss,RB,-2.2539,,
252,Ameer Abdullah,RB,-2.3453,27.9,393
253,Isiah Pacheco,RB,-2.3642,77.8,242
254,Ricky Pearsall,WR,-2.3795,70.6,262
255,NE D/ST,DEF,-2.4114,126.0,145
256,TEN D/ST,DEF,-2.4172,84.0,227
257,Trevor Lawrence,QB,-2.4195,350.18,5
258,Emanuel Wilson,RB,-2.4225,87.0,220
259,Josh Oliver,TE,-2.4398,47.5,325
260,Josh Palmer,WR,-2.4433,41.3,344
261,KaVontae Turpin,WR,-2.4575,71.5,257
262,Allen Lazard,WR,-2.4669,18.0,442
263,Dawson Knox,TE,-2.4777,85.7,224
264,Aaron Rodgers,QB,-2.4815,233.58,34
265,Ray-Ray McCloud,WR,-2.4852,10.4,491
266,Cade Stover,TE,-2.5078,13.9,464
267,John Parker Romo,K,-2.5317,44.0,339
268,Greg Joseph,K,-2.5477,,
269,Erick All,TE,-2.5628,,
270,Elijah Higgins,TE,-2.5753,43.1,341
271,Braelon Allen,RB,-2.5893,14.3,463
272,Tommy Tremble,TE,-2.606,50.4,317
273,Brayden Narveson,K,-2.6124,,
274,Darius Slayton,WR,-2.6298,80.3,237
275,Nate Adkins,TE,-2.6415,13.8,467
276,Michael Mayer,TE,-2.6536,56.3,294
277,Devin Culp,TE,-2.6984,7.1,523
278,Olamide Zaccheaus,WR,-2.7138,65.3,275
279,Colby Parkinson,TE,-2.7148,108.3,173
280,Raheem Mostert,RB,-2.7308,23.4,416
281,Devin Singletary,RB,-2.7599,99.8,194
282,Darnell Washington,TE,-2.7725,57.9,288
283,Tutu Atwell,WR,-2.7838,28.2,391
284,Demarcus Robinson,WR,-2.7897,47.2,326
285,Grant Calcaterra,TE,-2.7961,18.1,441
286,Gus Edwards,RB,-2.8816,,
287,Diontae Johnson,WR,-2.8885,,
288,Cam Akers,RB,-2.8895,7.18,521
289,Tim Patrick,WR,-2.9055,44.2,338
290,Cedric Tillman,WR,-2.9276,49.5,321
291,Christian Kirk,WR,-2.9819,43.9,340
292,Russell Wilson,QB,-3.0005,52.84,307
293,Lucas Krull,TE,-3.0285,2.5,580
294,Marquez Valdes-Scantling,WR,-3.0303,25.0,404
295,Dustin Hopkins,K,-3.0368,,
296,Payne Durham,TE,-3.0474,1.6,601
297,Brevyn Spann-Ford,TE,-3.0587,19.5,436
298,Andrew Ogletree,TE,-3.1704,10.7,487
299,Roschon Johnson,RB,-3.1779,1.7,597
300,Kylen Granson,TE,-3.188,7.5,519
301,Blake Whiteheart,TE,-3.2076,1.4,604
302,Audric Estimé,RB,-3.2378,42.1,343
303,Ty Johnson,RB,-3.3034,88.3,217
304,Adam Trautman,TE,-3.3046,35.5,364
305,David Moore,WR,-3.3482,2.2,584
306,Mack Hollins,WR,-3.3549,90.4,214
307,Troy Franklin,WR,-3.3551,144.6,105
308,Jalen Nailor,WR,-3.3598,86.2,222
309,Stone Smartt,TE,-3.3615,8.7,509
310,Ben Sinnott,TE,-3.3626,22.9,419
311,Isaiah Davis,RB,-3.3819,60.7,280
312,Tyler Higbee,TE,-3.4037,58.6,285
313,Dak Prescott,QB,-3.4177,323.78,10
314,Trey Benson,RB,-3.4207,28.9,387
315,Noah Brown,WR,-3.429,10.8,486
316,Tanner Hudson,TE,-3.4358,38.3,357
317,E.J. Jenkins,TE,-3.4889,0.0,656
318,Tyrell Shavers,WR,-3.4926,38.0,359
319,Gabe Davis,WR,-3.5032,24.9,405
320,Brock Wright,TE,-3.5083,29.8,382
321,Tip Reiman,TE,-3.5172,3.3,564
322,CAR D/ST,DEF,-3.5614,103.0,190
323,Samaje Perine,RB,-3.5634,69.4,268
324,Drake Maye,QB,-3.5673,359.46,3
325,Miles Sanders,RB,-3.5691,22.7,421
326,Luke Musgrave,TE,-3.5807,37.2,361
327,Julian Hill,TE,-3.5889,23.5,415
328,Spencer Shrader,K,-3.613,56.0,296
329,Kirk Cousins,QB,-3.6207,108.54,172
330,Cade York,K,-3.624,,
331,Matthew Wright,K,-3.6255,22.0,425
332,Kenny Gainwell,RB,-3.6285,184.8,57
333,Cam Grandy,TE,-3.6318,1.7,598
334,Daniel Bellinger,TE,-3.6613,50.1,318
335,Drew Sample,TE,-3.6648,24.4,406
336,Emari Demercado,RB,-3.6666,51.8,309
337,Adonai Mitchell,WR,-3.6672,71.4,258
338,Malik Washington,WR,-3.6678,93.7,207
339,Greg Dortch,WR,-3.7039,60.6,281
340,Anthony Richardson,QB,-3.7194,1.66,600
341,Brandin Cooks,WR,-3.722,39.9,349
342,Johnny Mundt,TE,-3.7304,15.6,451
343,Dallin Holker,TE,-3.7343,,
344,Justin Fields,QB,-3.7671,143.66,107
345,Jeremy Ruckert,TE,-3.7723,35.4,366
346,Jaheim Bell,TE,-3.7861,,
347,Riley Patterson,K,-3.7901,129.0,139
348,Tyler Boyd,WR,-3.7916,,
349,Sean Tucker,RB,-3.804,87.4,218
350,Greg Zuerlein,K,-3.8232,,
351,Matt Prater,K,-3.8327,103.0,188
352,Sincere McCormick,RB,-3.8687,,
353,Curtis Samuel,WR,-3.8712,17.6,445
354,Derek Carr,QB,-3.879,,
355,Jared Wiley,TE,-3.88,0.9,612
356,Nick Vannett,TE,-3.9166,,
357,Davis Allen,TE,-3.9233,50.8,314
358,David Martin-Robinson,TE,-3.9272,11.0,483
359,Charlie Kolar,TE,-3.9332,31.2,376
360,Kendrick Bourne,WR,-3.9408,73.6,251
361,John Shenker,TE,-3.9417,,
362,Mo Alie-Cox,TE,-3.9432,24.2,408
363,Zach Davidson,TE,-3.9713,,
364,Jahan Dotson,WR,-3.9793,41.2,345
365,Jordan Whittington,WR,-3.9834,27.3,395
366,Colson Yankoff,TE,-4.0056,2.8,577
367,John Metchie III,WR,-4.0095,55.4,301
368,Ben Sims,TE,-4.0263,4.5,548
369,Blake Corum,RB,-4.0277,118.2,156
370,Will Mallory,TE,-4.0348,2.1,590
371,Tucker Fisk,TE,-4.0429,2.9,575
372,Hunter Long,TE,-4.0818,26.5,396
373,Quintin Morris,TE,-4.1029,14.5,461
374,Baylor Cupp,TE,-4.1226,,
375,Brenden Bates,TE,-4.1226,6.8,525
376,Justin Shorter,TE,-4.1244,0.0,635
377,Princeton Fant,TE,-4.1244,0.0,660
378,Zane Gonzalez,K,-4.1487,92.0,211
379,Luke Farrell,TE,-4.1799,24.0,411
380,John Bates,TE,-4.2428,21.8,426
381,Tyler Johnson,WR,-4.2683,31.7,375
382,Ryan Miller,WR,-4.2791,10.4,492
383,Graham Gano,K,-4.2835,38.0,358
384,Justin Watson,WR,-4.2899,4.5,546
385,Bub Means,WR,-4.2944,,
386,Michael Carter,RB,-4.2979,82.5,230
387,Harrison Bryant,TE,-4.2991,1.7,596
388,Kimani Vidal,RB,-4.3047,109.9,170
389,Dyami Brown,WR,-4.3201,39.7,350
390,Derius Davis,WR,-4.3282,0.5,623
391,Gerald Everett,TE,-4.3388,,
392,Kalif Raymond,WR,-4.341,54.8,303
393,Kenny Yeboah,TE,-4.3466,,
394,Tanner Conner,TE,-4.352,13.6,470
395,Durham Smythe,TE,-4.3653,4.5,547
396,Ezekiel Elliott,RB,-4.3763,,
397,Kenny McIntosh,RB,-4.4044,,
398,Feleipe Franks,TE,-4.4151,0.4,626
399,Shane Zylstra,TE,-4.4182,3.5,562
400,Trey Palmer,WR,-4.4403,,
401,Jaylen Wright,RB,-4.4514,45.7,333
402,Tay Martin,WR,-4.4738,3.3,565
403,Jeremy McNichols,RB,-4.4807,60.2,282
404,Chris Brooks,RB,-4.4893,26.2,399
405,Brayden Willis,TE,-4.4931,0.0,639
406,Peyton Hendershot,TE,-4.499,,
407,Lil'Jordan Humphrey,WR,-4.5035,28.1,392
408,Carson Steele,RB,-4.5107,,
409,Pharaoh Brown,TE,-4.5185,1.1,611
410,Luke McCaffrey,WR,-4.5246,45.8,330
411,Cedrick Wilson Jr.,WR,-4.5278,6.9,524
412,Chris Rodriguez Jr.,RB,-4.5296,90.5,213
413,Nick Chubb,RB,-4.5369,81.8,232
414,John FitzPatrick,TE,-4.5406,19.2,437
415,Kevin Austin Jr.,WR,-4.5583,26.5,397
416,Eric Saubert,TE,-4.5684,7.1,522
417,Van Jefferson,WR,-4.5716,55.5,300
418,Ja'Lynn Polk,WR,-4.5829,,
419,Hayden Hurst,TE,-4.5905,,
420,Jake Tonges,TE,-4.6254,76.3,244
421,Charlie Woerner,TE,-4.6283,8.8,508
422,Hassan Haskins,RB,-4.6346,8.0,513
423,Jaxson Dart,QB,-4.6437,246.58,27
424,Tyler Goodson,RB,-4.6438,4.2,550
425,Kendre Miller,RB,-4.6455,30.8,378
426,Dameon Pierce,RB,-4.6504,3.6,559
427,Jude McAtamney,K,-4.6624,12.0,480
428,Will Shipley,RB,-4.6725,13.0,473
429,Joseph Fortson,TE,-4.6764,,
430,Jake Bobo,WR,-4.687,3.0,569
431,Rod Williams,TE,-4.7156,,
432,Jalen Brooks,WR,-4.7424,4.6,544
433,Josh Reynolds,WR,-4.7444,17.6,444
434,Malik Heath,WR,-4.7445,11.6,481
435,Brevin Jordan,TE,-4.7482,,
436,Jonathan Mingo,WR,-4.7624,3.0,573
437,Greg Dulcich,TE,-4.764,49.8,320
438,Ainias Smith,WR,-4.7888,,
439,Mason Tipton,WR,-4.8009,14.9,456
440,Marquise Brown,WR,-4.8017,113.2,166
441,Jacob Kibodi,RB,-4.8541,,
442,Nelson Agholor,WR,-4.8771,,
443,DJ Turner,WR,-4.8846,0.0,670
444,Sterling Shepard,WR,-4.8975,62.5,278
445,Ryan Flournoy,WR,-4.9333,94.0,204
446,MyCole Pruitt,TE,-4.9527,,
447,Kristian Wilkerson,WR,-4.9554,,
448,Jermaine Burton,WR,-4.9957,,
449,Bo Melton,WR,-5.0067,22.2,424
450,Johnny Wilson,WR,-5.0105,,
451,Bryce Oliver,WR,-5.017,1.3,607
452,Jack Stoll,TE,-5.0313,13.6,469
453,Josiah Deguara,TE,-5.0485,9.6,502
454,Jacob Cowing,WR,-5.0644,,
455,Khalil Herbert,RB,-5.0975,6.1,529
456,Trey Sermon,RB,-5.0991,0.0,646
457,Ko Kieft,TE,-5.1007,0.0,632
458,Jordan Mims,RB,-5.1242,0.0,640
459,Eric Tomlinson,TE,-5.1284,,
460,Kyle Juszczyk,RB,-5.1316,45.0,334
461,Jordan Matthews,TE,-5.1441,,
462,K.J. Osborn,WR,-5.1456,,
463,Tony Jones,RB,-5.1464,,
464,Hunter Luepke,RB,-5.1717,30.5,380
465,Chris Manhertz,TE,-5.1754,1.2,608
466,Pierre Strong,RB,-5.1931,,
467,Tylan Wallace,WR,-5.1933,12.5,475
468,Xavier Hutchinson,WR,-5.2204,80.5,236
469,Will Levis,QB,-5.2254,,
470,Blake Watson,RB,-5.2306,,
471,Jonathon Brooks,RB,-5.2309,,
472,Anthony Firkser,TE,-5.2341,9.3,505
473,Sione Vaki,RB,-5.2494,0.4,627
474,Zamir White,RB,-5.25,7.6,518
475,Devontez Walker,WR,-5.2559,34.6,368
476,Xavier Smith,WR,-5.2589,39.3,353
477,Mike Williams,WR,-5.2601,,
478,Jalin Hyatt,WR,-5.263,6.0,532
479,Patrick Taylor,RB,-5.2843,,
480,JuJu Smith-Schuster,WR,-5.2862,57.0,290
481,Ty Chandler,RB,-5.3003,7.3,520
482,Xavier Gipson,WR,-5.3175,-2.4,689
483,D'Onta Foreman,RB,-5.3207,,
484,Dare Ogunbowale,RB,-5.3277,19.1,438
485,Stephen Sullivan,TE,-5.3372,,
486,MarShawn Lloyd,RB,-5.3478,,
487,Rakim Jarrett,WR,-5.3518,,
488,Terrell Jennings,RB,-5.3774,14.7,458
489,Nikko Remigio,WR,-5.3896,3.7,556
490,Jase McClellan,RB,-5.3914,,
491,D'Ernest Johnson,RB,-5.416,2.5,581
492,Ross Dwelley,TE,-5.4369,1.7,599
493,Ian Thomas,TE,-5.4452,17.9,443
494,Bryce Ford-Wheaton,WR,-5.4538,,
495,Mecole Hardman,WR,-5.4776,-2.0,688
496,Rasheen Ali,RB,-5.4798,19.7,435
497,Eric Gray,RB,-5.4815,0.0,669
498,Jamaal Williams,RB,-5.4858,,
499,Keaton Mitchell,RB,-5.4859,50.9,313
500,Malachi Corley,WR,-5.5108,26.1,401
501,Anthony Gould,WR,-5.5118,1.6,602
502,Daniel Jones,QB,-5.5119,234.44,33
503,Jamari Thrash,WR,-5.5236,15.7,449
504,Dante Pettis,WR,-5.5345,15.2,453
505,Robert Woods,WR,-5.55,,
506,Cody Schrader,RB,-5.5617,,
507,JaMycal Hasty,RB,-5.57,,
508,Isaiah Williams,WR,-5.58,45.7,332
509,Chris Collier,RB,-5.5802,,
510,Aaron Shampklin,RB,-5.6092,,
511,Chris Blair,WR,-5.6238,0.0,675
512,Javon Baker,WR,-5.6355,,
513,Kendric Pryor,WR,-5.6425,,
514,Jha'Quan Jackson,WR,-5.6429,,
515,Tyler Badie,RB,-5.65,25.9,402
516,George Holani,RB,-5.6508,19.8,433
517,Grant DuBose,WR,-5.654,,
518,Casey Washington,WR,-5.663,12.4,476
519,Marcedes Lewis,TE,-5.6732,0.0,661
520,Deuce Vaughn,RB,-5.6883,,
521,Jermar Jefferson,RB,-5.7,,
522,Kameron Johnson,WR,-5.727,15.7,450
523,DJ Chark,WR,-5.7493,,
524,Tyreik McAllister,WR,-5.7496,,
525,Ramel Keyton,WR,-5.7497,,
526,Dylan Laube,RB,-5.7537,2.2,586
527,Mike Woods,WR,-5.7645,,
528,Tyler Shough,QB,-5.7795,163.96,77
529,C.J. Uzomah,TE,-5.7835,,
530,British Brooks,RB,-5.7874,7.8,514
531,Mac Jones,QB,-5.8001,136.04,125
532,KhaDarel Hodge,WR,-5.8043,4.6,543
533,Simi Fehoko,WR,-5.8213,0.0,643
534,David Bell,WR,-5.8215,,
535,Jermaine Jackson,WR,-5.8225,,
536,Alec Ingold,RB,-5.8229,10.1,495
537,Geoff Swaim,TE,-5.8313,,
538,Alex Bachman,WR,-5.8341,2.2,585
539,D.J. Williams,RB,-5.8534,,
540,Dante Miller,RB,-5.8534,,
541,Keilan Robinson,RB,-5.8534,,
542,Raheem Blackshear,RB,-5.8651,,
543,Brycen Tremayne,WR,-5.8729,23.0,418
544,Clyde Edwards-Helaire,RB,-5.8759,3.2,567
545,Craig Reynolds,RB,-5.8806,0.4,625
546,DeeJay Dallas,RB,-5.884,2.1,588
547,Xavier Weaver,WR,-5.8922,10.2,494
548,Cody White,WR,-5.9093,16.5,448
549,Ronnie Bell,WR,-5.9244,9.3,506
550,Charlie Jones,WR,-5.9294,6.0,531
551,Zay Jones,WR,-5.9299,24.3,407
552,Kaden Davis,WR,-5.9336,0.0,644
553,Ashton Dulin,WR,-5.9428,17.5,446
554,Julius Chestnut,RB,-5.957,4.0,551
555,Connor Heyward,RB,-5.9582,25.9,403
556,Ronnie Rivers,RB,-5.9981,4.6,545
557,Odell Beckham Jr.,WR,-6.0134,,
558,Avery Williams,RB,-6.0341,0.0,649
559,Brandon Johnson,WR,-6.04,,
560,Cordarrelle Patterson,RB,-6.0672,,
561,Brandon Powell,WR,-6.146,,
562,Ihmir Smith-Marsette,WR,-6.1565,,
563,Brady Russell,RB,-6.1579,0.0,633
564,Trent Sherfield,WR,-6.1789,3.6,557
565,Devin Duvernay,WR,-6.1839,3.6,558
