predicted_rank,player,position,predicted_vor,actual_2025_points,actual_2025_rank
563,Chris Brooks,RB,-7.251,36.7,354
564,Gunner Olszewski,WR,-7.2626,,
565,James Proche,WR,-7.2646,1.6,579
566,Michael Bandy,WR,-7.2743,,
567,Britain Covey,WR,-7.2823,6.9,512
568,Keelan Doss,WR,-7.2828,,
569,Nick Bawden,RB,-7.2837,,
570,Malik Taylor,WR,-7.3004,,
571,Andre Baccellia,WR,-7.3014,,
572,Kene Nwangwu,RB,-7.309,6.0,522
573,Trishton Jackson,WR,-7.3151,,
574,Jaelon Darden,WR,-7.3448,1.1,594
575,Kayshon Boutte,WR,-7.3529,100.4,204
576,Michael Burton,RB,-7.3611,24.3,406
577,Austin Trammell,WR,-7.3645,3.0,557
578,Tyrion Davis-Price,RB,-7.3679,0.7,610
579,Keith Smith,RB,-7.3707,,
580,Reggie Gilliam,RB,-7.3733,0.7,608
581,Trent Taylor,WR,-7.3897,1.6,580
582,Elijah Cooks,WR,-7.3916,,
583,Erik Ezukanma,WR,-7.393,0.0,639
584,Kwamie Lassiter II,WR,-7.3972,,
585,Montrell Washington,WR,-7.3997,0.0,649
586,Juwann Winfree,WR,-7.4028,,
587,Mike Strachan,WR,-7.4148,,
588,DJ Turner,WR,-7.4163,39.1,350
589,Dareke Young,WR,-7.418,0.0,626
590,Stanley Morgan,WR,-7.4226,,
591,Elijah Dotson,RB,-7.4266,,
592,D.J. Montgomery,WR,-7.428,,
593,Mason Kinsey,WR,-7.4298,2.7,562
594,Colton Dowell,WR,-7.4313,,
595,Matthew Slater,WR,-7.4343,,
596,Dan Chisena,WR,-7.4384,5.2,534
597,Devon Allen,WR,-7.4384,,
598,Irvin Charles,WR,-7.4384,0.0,633
599,Kearis Jackson,WR,-7.4384,,
600,Malik Cunningham,WR,-7.4384,,
601,Shedrick Jackson,WR,-7.4384,,
602,Alex Armah,RB,-7.44,,
603,Godwin Igwebuike,RB,-7.4449,,
604,Antoine Green,WR,-7.4467,,
605,Anthony McFarland,RB,-7.4504,,
606,Cody Thompson,WR,-7.4526,0.0,643
607,Simi Fehoko,WR,-7.459,13.6,451
608,Jakob Johnson,RB,-7.468,0.0,636
609,La'Mical Perine,RB,-7.4768,,
610,Khari Blasingame,RB,-7.5009,0.0,623
611,Devine Ozigbo,RB,-7.505,,
612,Jake Funk,RB,-7.5063,,
613,Dwayne Washington,RB,-7.5131,,
614,Julius Chestnut,RB,-7.5131,12.3,465
615,Jason Cabinda,RB,-7.5216,,
616,Jonathan Ward,RB,-7.5221,2.2,566
617,Sean Tucker,RB,-7.5259,64.2,282
618,Evan Hull,RB,-7.5266,,
619,Zach Evans,RB,-7.5282,,
620,Adam Prentice,RB,-7.5329,0.0,631
621,Jashaun Corbin,RB,-7.5942,,
622,Ben VanSumeren,RB,-7.5972,0.5,611
623,Brady Russell,RB,-7.5972,0.0,627
624,Jordan Mims,RB,-7.5972,20.1,426
625,Mohamed Ibrahim,RB,-7.5972,,
626,Carson Wentz,QB,-7.8219,4.72,538
627,Taylor Heinicke,QB,-7.8276,3.12,553
628,Will Levis,QB,-7.9958,131.94,132
629,Tommy DeVito,QB,-8.4595,13.48,453
630,Davis Mills,QB,-8.8447,9.58,491
631,Joe Flacco,QB,-9.4551,106.04,187
632,Andy Dalton,QB,-9.4637,64.96,280
633,Jacoby Brissett,QB,-9.5468,46.24,328
634,Sam Darnold,QB,-9.7985,319.96,13
635,Marcus Mariota,QB,-10.1448,45.76,331
636,Anthony Richardson,QB,-10.17,174.86,77
637,Mitchell Trubisky,QB,-10.171,15.26,442
638,Bailey Zappe,QB,-10.252,9.0,495
639,Easton Stick,QB,-10.3415,,
640,Tyson Bagent,QB,-10.4504,-0.26,667
641,Teddy Bridgewater,QB,-10.4591,,
642,Tyrod Taylor,QB,-10.5382,20.06,427
643,Nick Mullens,QB,-10.9641,1.32,587
644,Jameis Winston,QB,-11.2039,143.14,115
645,Drew Lock,QB,-11.2167,85.14,244
646,Tyler Huntley,QB,-11.699,63.66,284
647,Jarrett Stidham,QB,-12.0333,0.5,612
648,Mason Rudolph,QB,-12.0723,104.8,192
649,Trevor Siemian,QB,-12.1648,,
650,Dorian Thompson-Robinson,QB,-12.3485,21.8,416
651,PJ Walker,QB,-12.3753,,
652,Cooper Rush,QB,-12.4496,114.56,163
653,Mike White,QB,-12.4596,1.12,593
654,Jeff Driskel,QB,-12.5115,,
655,Kyle Allen,QB,-12.7707,0.76,606
656,C.J. Beathard,QB,-12.8532,,
657,Brett Rypien,QB,-13.1213,,
658,Clayton Tune,QB,-13.1264,-2.08,670
659,Tim Boyle,QB,-13.1317,14.94,444
660,Brian Hoyer,QB,-13.1517,,
661,Case Keenum,QB,-13.1659,,
662,Malik Willis,QB,-13.3514,51.8,308
663,Matt Barkley,QB,-13.4229,,
664,Logan Woodside,QB,-13.43,,
665,Kyle Trask,QB,-13.44,-0.2,665
666,Nathan Peterman,QB,-13.4502,,
667,Sean Clifford,QB,-13.4646,,
668,Blaine Gabbert,QB,-13.4737,,
669,AJ McCarron,QB,-13.474,,
670,Jaren Hall,QB,-13.5484,,
